Veto,Link,Ementa,Sobresta,Materia_Vetada,Norma_Gerada
VET 28/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3111,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00021 2007 (MPV 00369 2007, na Origem), Acresce e altera dispositivos das Leis nºs 10683, de 28 de maio de 2003, 10233, de 5 de junho de 2001, 10893, de 13 de julho de 2004, 5917, de 10 de setembro de 1973, 11457, de 16 de março de 2007, e 8630, de 25 de fevereiro de 1993, para criar a SECRETARIA ESPECIAL DE PORTOS, e dá outras providências.",NA,PLV 21/2007,Lei nº 11.518 de 05/09/2007
VET 27/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3110,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00043 2007 (PLP 00079 2007, na Câmara dos Deputados), Altera a Lei Complementar nº 123, de 14 de dezembro de 2006.",NA,PLC 43/2007,Lei Complementar nº 127 de 14/08/2007
VET 26/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3104,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLN 00002 2007(MSG 00238 2007, na Origem), dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2008 e dá outras providencias.",NA,PLN 2/2007,Lei nº 11.514 de 13/08/2007
VET 25/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3109,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLS 00146 1996 (PL 05456 2001, na Câmara dos Deputados), Dispõe sobre o regime tributário, cambial e administrativo das Zonas de Processamento de Exportação, e dá outras providências. (Volume II)",NA,PLS 146/1996,Lei nº 11.508 de 20/07/2007
VET 24/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3108,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00016 2007 (MPV 00358 2007, na Origem), Altera dispositivos das Leis nºs 11345, de 14 de setembro de 2006, 8212, de 24 de julho de 1991, e 8685, de 20 de julho de 1993, e dá outras providências.",NA,PLV 16/2007,Lei nº 11.505 de 18/07/2007
VET 23/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3107,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00010 2007 (PL 07569 2006, na Câmara dos Deputados), Modifica as competências e a estrutura organizacional da fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superio - CAPES, de que trata a Lei nº 8405, de 9 de janeiro de 1992; e altera a Lei nº 11273, de 6 de fevereiro de 2006, que autoriza a concessão de bolsas de estudo e de pesquisa a participantes de programas de formação inicial e continuada de professores para a educação básica.",NA,PLC 10/2007,Lei nº 11.502 de 11/07/2007
VET 22/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3106,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00015 2007 (MPV 00359 2007, na Origem), Altera as Leis nºs 10355, de 26 de dezembro de 2001, 10855, de 1º de abril de 2004, 8112, de 11 de dezembro de 1990, 11.457, de 16 de março de 2007, 10.910, de 15 de julho de 2004, 10.826, de 22 de dezembro de 2003, 11171, de 2 de setembro de 2005, e 11233, de 22 de dezembro de 2005; revoga dispositivos das Leis nºs 11302, de 10 de maio de 2006, 10997, de 15 de dezembro de 2004. 8212, de 24 de julho de 1991, 9317, de 5 de dezembro de 1996, 10593, de 6 de dezembro de 2002, 11098, de 13 de janeiro de 2005, 11080, de 30 de dezembro de 2004; e dá outras providências.",NA,PLV 15/2007,Lei nº 11.501 de 11/07/2007
VET 21/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3103,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00066 2006 (PL 04733 2004, na Câmara dos Deputados), Dá nova redação ao art. 894 da Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-Lei nº 5452, de 1º de maio de 1943, e à alínea b do inciso III do art. 3º da Lei nº 7701, de 21 de dezembro de 1988, para modificar o processamento de embargos no Tribunal Superior do Trabalho.",NA,PLC 66/2006,Lei nº 11.496 de 22/06/2007
VET 19/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3102,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00010 2007 (MPV 00349 2007, na Origem), Institui o Fundo de Investimento do Fundo de Garantia do Tempo de Serviço - FI-FGTS, altera a Lei nº 8036, de 11 de maio de 1990, e dá outras providências.",NA,PLV 10/2007,Lei nº 11.491 de 20/06/2007
VET 18/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3101,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00006 2007 (MPV 00341 2006, na Origem), Altera as Leis nºs 9657, de 3 de junho de 1998, 10480, de 2 de julho de 2002, 11314, de 3 de julho de 2006, 11344 de 8 de setembro de 2006, 11355, 11.356, 11.357 e 11358, de 19 de outubro de 2006, 8025, de 12 de abril de 1990, e 8112, de 11 de dezembro de 1990, e dá outras providências",NA,PLV 6/2007,Lei nº 11.490 de 20/06/2007
VET 17/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3100,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00013 2007 (MPV 00351 2007, na Origem), Cria o Regime Especial de Incentivos para o Desenvolvimento da Infra-Estrutura - REIDI; reduz para 24 (vinte e quatro) meses o prazo mínimo para utilização dos créditos da Contribuição para o PIS/Pasep e da Contribuição para o Financiamento da Seguridade Social - COFINS decorrentes da aquisição de edificações; amplia o prazo para pagamento de impostos e contribuições; altera a Medida Provisória nº 2158-35, de 24 de agosto de 2001, e as Leis nºs 9779, de 19 de janeiro de 1999, 8212, de 24 de julho de 1991, 10666, de 8 de maio de 2003, 10637, de 30 de dezembro de 2002, 4502, de 30 de novembro de 1964, 9430, de 27 de dezembro de 1996, 10426, de 24 de abril de 2002, 10637, de 30 de dezembro de 2002, 10833, de 29 de dezembro de 2003, 10892, de 13 de julho de 2004, 9074, de 7 de julho de 1995, 9427, de 26 de dezembro de 1996, 10438, de 26 de abril de 2002, 10848, de 15 de março de 2004, 10865, de 30 de abril de 2004, 10925 de 23 de julho de 2004, 11196, de 21 de novembro de 2005, revoga dispositivos das Leis nºs 4502, de 30 de novembro de 1964, 9430, de 27 de dezembro de 1996, e do Decreto-Lei nº 1593, de 21 de dezembro de 1977; e dá outras providências. (VOLUME - III)",NA,PLV 13/2007,Lei nº 11.488 de 15/06/2007
VET 16/2007 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3105,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLC 00084 2000 (PL 01542 1991, na Câmara dos Deputados), Dispõe sobre a propiciação de consultas às empregadas e servidoras públicas para atenção integral à saúde da mulher, nas situações que especifica.",NA,PLC 84/2000,NA
VET 15/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3099,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00011 2007 (MPV 00352 2007, NA ORIGEM), Dispõe sobre os incentivos às indústrias de equipamentos para TV Digital e de componentes eletrônicos semicondutores e sobre a proteção à propriedade intelectual das topografias de circuitos integrados, instituindo o Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Semicondutores - PADIS e o Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Equipamentos para a TV Digital - PATVD; altera a Lei nº 8666, de 21 de junho de 1993; e revoga o art. 26 da Lei nº 11196, de 21 de novembro de 2005.",NA,PLV 11/2007,Lei nº 11.484 de 31/05/2007
VET 14/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3156,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00005 2007 (MPV 00353 2007, NA ORIGEM), Dispõe sobre a revitalização do setor ferroviário, ,altera dispositivos da Lei 10233, de 5 de junho de 2001, e dá outras providências.",NA,PLV 5/2007,Lei nº 11.483 de 31/05/2007
VET 13/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3098,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00012 2007 (MPV 00340 2006, NA ORIGEM), Efetua alterações na tabela do imposto de renda da pessoa física, dispõe sobre a redução a zero da alíquota da CPMF nas hipóteses que menciona, altera as Leis nºs 10260, de 12 de julho de 2001, que dispõe sobre o Fundo de Financiamento ao Estudante do Ensino Superior, 11128, de 28 de julho de 2005, que dispõe sobre o Programa Universidade para Todos - PROUNI, e 6194, de 19 de dezembro de 1974, que dispõe sobre o Seguro Obrigatório de Danos Pessoais causados por veículos automotores de via terrestre, ou por sua carga, a pessoas transportadas ou não (DPVAT), e dá outras providências.",NA,PLV 12/2007,Lei nº 11.482 de 31/05/2007
VET 12/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3097,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00004 2007 (MPV 00335 2006, NA ORIGEM), Dá nova redação a dispositivos das Leis nºs 9636, de 15 de maio de 1998, 8666, de 21 de junho de 1993, 11124, de 16 de junho de 2005, 10406, de 10 de janeiro de 2002 - Código Civil, 9514, de 20 de novembro de 1997, e 6015, de 31 de dezembro de 1973, e dos Decretos-Leis nºs 9760, de 5 de setembro de 1946, 271, de 28 de fevereiro de 1967, 1876, de 15 de julho de 1981, e 2398, de 21 de dezembro de 1987; prevê medidas voltadas à regularização fundiária de interesse social em imóveis da União; e dá outras providências",NA,PLV 4/2007,Lei nº 11.481 de 31/05/2007
VET 11/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1521,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00029 2006 (MPV 00327 2006, na Origem), Dispõe sobre o plantio de organismos geneticamente modificados em unidades de conservação; acrescenta dispositivos à Lei nº 9985, de 18 de julho de 2000, e à Lei nº 11105, de 24 de março de 2005; revoga dispositivo da Lei nº 10814, de 15 de dezembro de 2003; e dá outras providências.",NA,PLV 29/2006,Lei nº 11.460 de 21/03/2007
VET 9/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3096,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00028 2006 (MPV 00328 2006, na Origem), Dispõe sobre a prestação de auxílio financeiro pela União aos Estados e aos Municípios, no exercício de 2006, com o objetivo de fomentar as exportações do País; altera as Leis nºs 8248, de 23 de outubro de 1991, 8387, de 30 de dezembro de 2001, 10865, de 30 de abril de 2004, 11051, de 29 de dezembro de 2004, 10833, de 29 de dezembro de 2003, 11314, de 3 de julho de 2006, 11051, de 29 de dezembro de 2004, 11119, de 25 de maio de 2005, 7713, de 22 de dezembro de 1988, 9250, de 26 de dezembro de 1995, 11281, de 20 de fevereiro de 2006, o Decreto-Lei nº 1593, de 21 de dezembro de 1977, e a Medida Provisória nº 2185-35, de 24 de agosto de 2001; e dá outras providências.",NA,PLV 28/2006,Lei nº 11.452 de 27/02/2007
VET 8/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1518,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLN 00015 2006 (MSG 00737 2006, na Origem), Estima a receita e fixa a despesa da União para o exercício financeiro de 2007.",NA,PLN 15/2006,Lei nº 11.451 de 07/02/2007
VET 7/2007 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3095,"Encaminha ao Congresso Nacional, as razões do VETO TOTAL aposto ao PLC 00042 2006 (PL 00787 2003, na Câmara dos Deputados), Institui diretrizes nacionais para a cobrança de tarifas para a prestação dos serviços de abastecimento de água e dá outras providências.",NA,PLC 42/2006,NA
VET 6/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3094,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00127 2006 (PLP 00249 2005, na Câmara dos Deputados), Dispõe sobre a política de resseguro, retrocessão e sua intermediação, as operações de co-seguro, as contratações de seguro no exterior e as operações em moeda estrangeira do setor securitário; altera o Decreto-Lei 73, de 21 de novembro de 1966, e a Lei 8031, de 12 de abril de 1990; e dá outras providências.",NA,PLC 127/2006,Lei Complementar nº 126 de 15/01/2007
VET 5/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3093,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLS 00219 2006 (PL 07361 2006, na Câmara dos Deputados), Estabelece diretrizes nacionais para o saneamenton básico; altera as Leis 6766, de 19 de dezembro de 1979, 8036, de 11 de maio de 1990, 8666, de 21 de junho de 1993, 8987, de 13 de fevereiro de 1995; revoga a Lei 6528, de 11 de maio de 1978; e dá outras providências.",NA,PLS 219/2006,Lei nº 11.445 de 05/01/2007
VET 4/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3092,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00046 2006 (PL 05191 2005, na Câmara dos Deputados), Dá nova redação aos arts. 95 e 96 da Lei 4504, de 30 de novembro de 1964, que dispõe sobre o Estatuto da Terra.",NA,PLC 46/2006,Lei nº 11.443 de 05/01/2007
VET 3/2007 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3091,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00012 2002 (PL 04358 2001, na Câmara dos Deputados), Dispõe sobre o transporte rodoviário de cargas por conta de terceiros e mediante remuneração e revoga a Lei 6813, de 10 de julho de 1980.",NA,PLC 12/2002,Lei nº 11.442 de 05/01/2007
VET 34/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1510,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto PLN 00002 2006 (MSG 00225 2006, na Origem), Dispõe sobre as diretrizes para a elaboração da Lei Orçamentária de 2007 e dá outras providências.",NA,PLN 2/2006,Lei nº 11.439 de 29/12/2006
VET 33/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3090,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00114 2006 (PL 07193 2006, na Câmara dos Deputados), Altera a destinação de receitas decorrentes da Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional - CONDECINE, criada pela Medida Provisória nº 2228-1, de 6 de setembro de 2001, visando ao financiamento de programas e projetos voltados para o desenvolvimento das atividades audiovisuais; altera a Medida Provisória nº 2228-1, de 6 de setembro de 2001, e a Lei nº 8685, de 20 de julho de 1993, prorrogando e instituindo mecanismos de fomento à atividade audiovisual; e dá outras providências.",NA,PLC 114/2006,Lei nº 11.437 de 28/12/2006
VET 32/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3166,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00026 2006 (MPV 00321 2006, na Origem), Acresce art. 18-A à Lei 8177, de 1º de março de 1991, que estabelece regras para a desindexação da economia, e dá outras providências.",NA,PLV 26/2006,Lei nº 11.434 de 28/12/2006
VET 31/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3089,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00022 2006 (MPV 00316 2006, na Origem), Altera as Leis nºs 8213, de 24 de julho de 1991, e 9796, de 5 de maio de 1999, aumenta o valor dos benefícios da previdência social; e revoga a Medida Provisória nº 316, de 11 de agosto de 2006; dispositivos das Leis nºs 8213, de 24 de julho de 1991, 8444, de 20 de julho de 1992, e da Medida Provisória nº 2187-13, de 24 de agosto de 2001; e a Lei nº 10699, de 9 de julho de 2003.",NA,PLV 22/2006,Lei nº 11.430 de 26/12/2006
VET 29/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3088,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00071 2002 (PL 05828 2001, na Câmara dos Deputados), Dispõe sobre a informatização do processo judicial; altera a Lei 5869, de 11 de janeiro de 1973 - Código de Processo Civil; e dá outras providências.",NA,PLC 71/2002,Lei nº 11.419 de 19/12/2006
VET 28/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3087,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00097 2006 (PL 05845 2006, na Câmara dos Deputados), Dispõe sobre as Carreiras dos Servidores do Poder judiciário da União; revoga as Leis 9421, de 24 de dezembro de 1996, 10475, de 27 de junho de 2002, 10417, de 05 de abril de 2002, e 10944, de 16 de setembro de 2004; e dá outras providências.",NA,PLC 97/2006,Lei nº 11.416 de 15/12/2006
VET 27/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3086,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00096 2006 (06469 2005, na Câmara dos Deputados), Dispõe sobre as Carreiras dos Servidores do Ministério Público da União, fixa os valores de sua remuneração; revoga a Lei 9953, de 4 de janeiro de 2000, e a Lei 10476, de 27 de junho de 2002, e dá outras providências. (VOLUME II)",NA,PLC 96/2006,Lei nº 11.415 de 15/12/2006
VET 26/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3085,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00100 2006 - COMPLEMENTAR (PLP 00123 2004, na Câmara dos Deputados), Institui o Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte; altera dispositivos das Leis 8212 e 8213, ambas de 24 de julho de 1991, da Consolidação das Leis do Trabalho - CLT, aprovada pelo DecretoLei 5452, de 1º de maio de 1943, da Lei 10189, de 14 de fevereiro de 2001, da Lei Complementar 63, de 11 de janeiro de 1990; e revoga as Leis 9317, de 5 de dezembro de 1996, e 9841, de 5 de outubro de 1999.",NA,PLC 100/2006,Lei Complementar nº 123 de 14/12/2006
VET 25/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1501,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00051 2006 (PL 04497 2004, na Câmara dos Deputados), Altera dispositivos da Lei 5869, de 11 de janeiro de 1973 - Código de Processo Civil, relativos ao processo de execução e a outros assuntos. (Volume II)",NA,PLC 51/2006,Lei nº 11.382 de 06/12/2006
VET 24/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3084,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto PLC 00101 2006 (PL 05049 2005, na Câmara dos Deputados), Regulamenta o parag. 1º do art. 130-A da Constituição Federal, para dispor sobre a forma de indicação dos membros do Conselho Nacional do Ministério Público oriundos do Ministério Público e criar sua estrutura organizacional e funcional, e dá outras providências.",NA,PLC 101/2006,Lei nº 11.372 de 28/11/2006
VET 23/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3083,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao ECD 00597 1999 - PLS 00597 1999, NA ORIGEM (PL 03073 2000, na Câmara dos Deputados), dispõe sobre a distribuição gratuita de medicamentos e materiais necessários à sua aplicação e à monitoração da glicemia capilar aos portadores de diabetes inscritos em programas de educação para diabéticos.",NA,PLS 597/1999,Lei nº 11.347 de 27/09/2006
VET 22/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1498,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLS 00115 2002 - SCD 00115 2002 (PL 07134 2002, na Câmara dos Deputados), Institui o Sistema Nacional de Políticas Públicas sobre Drogas - SISNAD; prescreve medidas para prevenção do uso indevido, atenção e reinserção social de usuários e dependentes de drogas; estabelece normas para repressão à produção não autorizada e ao tráfico ilícito de drogas; define crimes e dá outras providências.",NA,PLS 115/2002,Lei nº 11.343 de 23/08/2006
VET 21/2006 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3082,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLC 00079 2004 (PL 00708 2003, na Câmara dos Deputados), Altera dispositivos do Decreto-Lei 972, de 17 de outubro de 1969, que dispõe sobre o exercício da profissão de jornalista.",NA,PLC 79/2004,NA
VET 20/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3081,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00017 2006 (MPV 00287 2006, na Origem), abre crédito extraordinário, em favor do Ministério dos Transportes, no valor de R$ 361.554,596,00 (trezentos e sessenta e um milhões, quinhentos e cinquenta e quatro mil, quinhentos e noventa e seis reais), para os fins que especifica.",NA,PLV 17/2006,Lei nº 11.333 de 25/07/2006
VET 19/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3165,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00014 2006 (MPV 00284 2006, na Origem), altera dispositivos das Leis 9250, de 26 de dezembro de 1995, 8212, de 24 de julho de 1991, 8213, de 24 de julho de 1991, e 5859, de 11 de dezembro de 1972; e revoga dispositivo da Lei 605, de 5 de janeiro de 1949. (Volume - II)",NA,PLV 14/2006,Lei nº 11.324 de 19/07/2006
VET 18/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3080,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00019 2006 (MPV 00285 2006, na Origem), dispõe sobre renegociação de dívidas oriundas de operações de crédito rural contratadas na área de atuação da Agência de Desenvolvimento do Nordeste - ADENE e dá outras providências.",NA,PLV 19/2006,Lei nº 11.322 de 13/07/2006
VET 17/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3299,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00018 2006 (MPV 00288 2006, na Origtem), dispõe sobre o salário mínimo a partir de 1º de abril de 2006; revoga dispositivos do Decreto-Lei 2284, de 10 de março de 1986, e das Leis 7789, de 3 de julho de 1989, 8178, de 1º de março de 1991, 9032, de 28 de abril de 1995, 9063, de 14 de junho de 1995, 10669, de 9 de julho de 2003, e 10888, de 24 de junho de 2004; e revoga o Decreto-Lei 2351, de 7 de agosto de 1987, as Leis 9971, de 18 de maio de 2000, 10525, de 6 de agosto de 2002, e 11164, de 18 de agosto de 2005, e a MPV 2194-6, de 23 de agosto de 2001.",NA,PLV 18/2006,Lei nº 11.321 de 07/07/2006
VET 16/2006 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3078,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLS 00230 2003 (PL 04644 2004, na Câmara dos Deputados), altera os artigos 75 e 76 do Decreto-Lei 37, de 18 de novembro de 1966, para regular o prazo de admissão temporária de embarcação estrangeira.",NA,PLS 230/2003,NA
VET 15/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1491,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00009 2006 (MPV 00280 2006, na Origem), Altera a Legislação tributária federal, modificando as Leis nºs 11.119, de 25 de maio de 2005, 7.713, de 22 de dezembro de 1988, 9.250, de 26 de dezembro de 1995, 9.964, de 10 de abril de 2000, e 11.033, de 21 de dezembro de 2004.",NA,PLV 9/2006,Lei nº 11.311 de 13/06/2006
VET 14/2006 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3077,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLS 00085 2001 (PL 07049 2002, na Câmara dos Deputados), dispõe sobre o Fundo Nacional de Desenvolvimento Cientifico e Tecnológico - FNDCT; altera as Leis 10168, de 29 de dezermbro de 2000, e 9478, de 6 de agosto de 1997; e o Decreto-Lei 719, de 31 de julho de 1969, e dá outras providências.",NA,PLS 85/2001,NA
VET 13/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3076,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00003 2006 (MPV 00272 2005, na Origem), Altera as Leis nºs 10.355, de 26 de dezembro de 2001, que dispõe sobre a estruturação da Carreira Previdenciária no âmbito do Instituto Nacional do Seguro Social - INSS; 10.855, de 1º de abril de 2004, que dispõe sobre a reestruturação da Carreira Previdenciária, de que trata a Lei nº 10.355, de 26 de dezembro de 2001, instituindo a Carreira do Seguro Social; 10.876, de 2 de junho de 2004, que cria a Carreira de Perícia Médica da Previdência Social e dispõe sobre a remuneração da Carreira de Supervisor Médico-Pericial do Quadro de Pessoal do INSS; 10.997, de 15 de dezembro de 2004, que institui a Gratificação Específica do Seguro Social - GESS; 8.112, de 11 de dezembro de 1990, que dispõe sobre o regime jurídico dos servidores públicos civis da União, das Autarquias e das Fundações Públicas Federais; e fixa critérios temporários para pagamento da Gratificação de Desempenho de Atividade Médico-Pericial - GDAMP.",NA,PLV 3/2006,Lei nº 11.302 de 10/05/2006
VET 12/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3075,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLS/SCD 00275 2005 (PL 05855, na Câmara dos Deputados), dispõe sobre propaganda, financiamento e prestação de contas das despesas com campanhas eleitorais, alterando a Lei 9504, de 30 de setembro de 1997. (Volume II)",NA,PLS 275/2005,Lei nº 11.300 de 10/05/2006
VET 11/2006 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3074,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLC 00032 2005 (PL 01763 2003, na Câmara dos Deputados), altera a Lei 9503, de 23 de setembro de 1997, para dispor sobre a obrigatoriedade de placas de sinalização nas vias terrestres do território nacional.",NA,PLC 32/2005,NA
VET 10/2006 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1486,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLS 00148 1999 (PL 05908 2001, na Câmara dos Deputados), dispõe sobre o fornecimento de transporte, alimentação e pousada pelo Sistema Único de Saúde - SUS aos pacientes cujo tratamento se realizar fora de seu domicílio, em atendimento aos preceitos da Lei 8080, de 19 de setembro de 1999 - Lei Orgânica da Saúde.",NA,PLS 148/1999,NA
VET 9/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1485,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLS 00119 1999 (PL 01640 1999, na Câmara dos Deputados), dispõe sobre a inclusão nos locais indicados de aviso alertando sobre os malefícios resultantes do uso de equipamentos de som em potência superior a 85 (oitenta e cinco) decibeis.",NA,PLS 119/1999,Lei nº 11.291 de 26/04/2006
VET 8/2006 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3073,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLS 00601 1999 (PL 04217 2001, na Câmara dos Deputados), dispõe sobre a gratuidade na inscrição no Cadastro de Pessoas Físicas.",NA,PLS 601/1999,NA
VET 7/2006 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3079,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLC 00018 2003 (PL 04732 1998, na Câmara dos Deputados), regulamenta a produção e comercialização de insumos, equipamento, material ou maquinaria destinados à fabricação, acondicionamento, embalagem, controle de qualidade ou emprego em qualquer outra fase da cadeia produtiva de medicamentos para uso humano ou veterinário de qualquer material destina à utilização em odontologia ou para fins diagnósticos.",NA,PLC 18/2003,NA
